"freetrade","oppfreetrade","greatoppfreetrade","supfreetrade","msupfreetrade","greatsupfreetrade","age","z.age","female","race4","educ","collegeed","nohsed","hsedorless","z.educ","unemployed","income","z.income","partyid","z.partyid","rep","dem","ind","strongrep","strongdem","ideology","z.ideology","vlib","vcon"
4,0,0,0,0,0,54,0.174753605984372,1,1,2,0,0,1,-0.400200049659269,0,2,-0.550401346917789,7,0.803824537646976,1,0,0,1,0,4,0.422728420947981,0,0
4,0,0,0,0,0,41,-0.207864815539306,1,3,3,0,0,0,-0.0714936433682883,0,3,-0.398011511403933,,,,,,,,3,-0.00423113069192707,0,0
7,1,1,0,0,0,58,0.292482351068581,1,1,3,0,0,0,-0.0714936433682883,0,,,3,-0.135577448171638,0,0,1,0,0,2,-0.431190682331835,0,0
6,1,0,0,0,0,33,-0.443322305707723,1,2,2,0,0,1,-0.400200049659269,0,4,-0.245621675890078,2,-0.370427944626292,0,1,0,0,0,3,-0.00423113069192707,0,0
2,0,0,1,1,0,55,0.204185792255424,0,2,2,0,0,1,-0.400200049659269,0,8,0.363937666165345,1,-0.605278441080946,0,1,0,0,1,4,0.422728420947981,0,0
6,1,0,0,0,0,20,-0.8259407272314,0,2,1,0,1,1,-0.72890645595025,0,1,-0.702791182431645,2,-0.370427944626292,0,0,1,0,0,3,-0.00423113069192707,0,0
1,0,0,1,1,1,32,-0.472754491978775,0,1,3,0,0,0,-0.0714936433682883,0,4,-0.245621675890078,4,0.0992730482830151,0,0,1,0,0,1,-0.858150233971744,1,0
4,0,0,0,0,0,47,-0.0312716979129929,1,3,3,0,0,0,-0.0714936433682883,0,3,-0.398011511403933,7,0.803824537646976,1,0,0,1,0,5,0.849687972587889,0,1
4,0,0,0,0,0,60,0.351346723610685,1,3,2,0,0,1,-0.400200049659269,1,2,-0.550401346917789,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
2,0,0,1,1,0,26,-0.649347609605088,0,1,2,0,0,1,-0.400200049659269,0,,,6,0.568974041192322,1,0,0,0,0,4,0.422728420947981,0,0
3,0,0,1,0,0,49,0.0275926746291114,0,1,6,1,0,0,0.914625575504654,0,5,-0.0932318403762219,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
2,0,0,1,1,0,62,0.410211096152789,0,1,3,0,0,0,-0.0714936433682883,0,5,-0.0932318403762219,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
3,0,0,1,0,0,30,-0.531618864520879,0,3,2,0,0,1,-0.400200049659269,0,,,,,0,0,1,,,3,-0.00423113069192707,0,0
4,0,0,0,0,0,74,0.763397331405415,1,1,2,0,0,1,-0.400200049659269,0,8,0.363937666165345,6,0.568974041192322,1,0,0,0,0,4,0.422728420947981,0,0
4,0,0,0,0,0,52,0.115889233442268,0,1,1,0,1,1,-0.72890645595025,1,5,-0.0932318403762219,4,0.0992730482830151,0,0,1,0,0,4,0.422728420947981,0,0
3,0,0,1,0,0,59,0.321914537339633,0,1,6,1,0,0,0.914625575504654,0,9,0.516327501679201,2,-0.370427944626292,0,1,0,0,0,2,-0.431190682331835,0,0
4,0,0,0,0,0,35,-0.384457933165618,1,1,2,0,0,1,-0.400200049659269,0,3,-0.398011511403933,3,-0.135577448171638,0,0,1,0,0,2,-0.431190682331835,0,0
2,0,0,1,1,0,69,0.616236400050154,1,2,2,0,0,1,-0.400200049659269,0,,,1,-0.605278441080946,0,1,0,0,1,4,0.422728420947981,0,0
4,0,0,0,0,0,32,-0.472754491978775,0,1,4,0,0,0,0.257212762922693,0,,,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
4,0,0,0,0,0,40,-0.237297001810358,0,2,3,0,0,0,-0.0714936433682883,1,4,-0.245621675890078,1,-0.605278441080946,1,0,0,0,1,4,0.422728420947981,0,0
5,1,0,0,0,0,55,0.204185792255424,0,2,2,0,0,1,-0.400200049659269,0,1,-0.702791182431645,1,-0.605278441080946,0,1,0,0,1,3,-0.00423113069192707,0,0
7,1,1,0,0,0,63,0.439643282423841,0,3,2,0,0,1,-0.400200049659269,0,4,-0.245621675890078,2,-0.370427944626292,0,1,0,0,0,,,,
4,0,0,0,0,0,50,0.0570248609001635,1,1,1,0,1,1,-0.72890645595025,0,1,-0.702791182431645,6,0.568974041192322,1,0,0,0,0,3,-0.00423113069192707,0,0
4,0,0,0,0,0,40,-0.237297001810358,1,1,5,1,0,0,0.585919169213673,1,9,0.516327501679201,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
6,1,0,0,0,0,41,-0.207864815539306,0,1,6,1,0,0,0.914625575504654,0,5,-0.0932318403762219,7,0.803824537646976,1,0,0,1,0,4,0.422728420947981,0,0
3,0,0,1,0,0,33,-0.443322305707723,0,2,3,0,0,0,-0.0714936433682883,0,8,0.363937666165345,5,0.334123544737669,0,0,1,0,0,3,-0.00423113069192707,0,0
3,0,0,1,0,0,48,-0.00183951164194076,1,2,1,0,1,1,-0.72890645595025,0,,,1,-0.605278441080946,0,1,0,0,1,4,0.422728420947981,0,0
4,0,0,0,0,0,19,-0.855372913502452,0,4,2,0,0,1,-0.400200049659269,0,,,1,-0.605278441080946,0,1,0,0,1,,,,
5,1,0,0,0,0,52,0.115889233442268,0,3,3,0,0,0,-0.0714936433682883,0,6,0.0591579951376338,4,0.0992730482830151,0,0,1,0,0,4,0.422728420947981,0,0
6,1,0,0,0,0,25,-0.67877979587614,0,1,2,0,0,1,-0.400200049659269,0,3,-0.398011511403933,3,-0.135577448171638,0,0,1,0,0,1,-0.858150233971744,1,0
3,0,0,1,0,0,62,0.410211096152789,1,1,3,0,0,0,-0.0714936433682883,0,6,0.0591579951376338,1,-0.605278441080946,0,1,0,0,1,2,-0.431190682331835,0,0
1,0,0,1,1,1,48,-0.00183951164194076,1,2,4,0,0,0,0.257212762922693,0,3,-0.398011511403933,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
2,0,0,1,1,0,60,0.351346723610685,0,1,3,0,0,0,-0.0714936433682883,0,7,0.21154783065149,1,-0.605278441080946,0,1,0,0,1,3,-0.00423113069192707,0,0
4,0,0,0,0,0,27,-0.619915423334035,0,2,5,1,0,0,0.585919169213673,0,8,0.363937666165345,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
6,1,0,0,0,0,59,0.321914537339633,0,1,3,0,0,0,-0.0714936433682883,1,1,-0.702791182431645,4,0.0992730482830151,0,0,1,0,0,5,0.849687972587889,0,1
4,0,0,0,0,0,66,0.527939841236998,0,1,6,1,0,0,0.914625575504654,0,10,0.668717337193057,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
3,0,0,1,0,0,41,-0.207864815539306,1,1,5,1,0,0,0.585919169213673,1,7,0.21154783065149,1,-0.605278441080946,0,1,0,0,1,2,-0.431190682331835,0,0
4,0,0,0,0,0,19,-0.855372913502452,1,4,2,0,0,1,-0.400200049659269,0,8,0.363937666165345,2,-0.370427944626292,0,1,0,0,0,2,-0.431190682331835,0,0
4,0,0,0,0,0,20,-0.8259407272314,1,3,3,0,0,0,-0.0714936433682883,0,3,-0.398011511403933,3,-0.135577448171638,0,1,0,0,0,1,-0.858150233971744,1,0
3,0,0,1,0,0,44,-0.119568256726149,0,1,2,0,0,1,-0.400200049659269,0,9,0.516327501679201,2,-0.370427944626292,0,1,0,0,0,4,0.422728420947981,0,0
2,0,0,1,1,0,19,-0.855372913502452,1,1,2,0,0,1,-0.400200049659269,0,,,,,0,0,1,,,3,-0.00423113069192707,0,0
3,0,0,1,0,0,20,-0.8259407272314,1,2,3,0,0,0,-0.0714936433682883,0,1,-0.702791182431645,7,0.803824537646976,0,1,0,1,0,3,-0.00423113069192707,0,0
3,0,0,1,0,0,27,-0.619915423334035,0,1,5,1,0,0,0.585919169213673,0,7,0.21154783065149,6,0.568974041192322,1,0,0,0,0,3,-0.00423113069192707,0,0
7,1,1,0,0,0,23,-0.737644168418244,1,1,1,0,1,1,-0.72890645595025,0,,,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
4,0,0,0,0,0,19,-0.855372913502452,1,1,2,0,0,1,-0.400200049659269,0,7,0.21154783065149,6,0.568974041192322,1,0,0,0,0,3,-0.00423113069192707,0,0
7,1,1,0,0,0,54,0.174753605984372,0,1,3,0,0,0,-0.0714936433682883,0,9,0.516327501679201,6,0.568974041192322,1,0,0,0,0,2,-0.431190682331835,0,0
2,0,0,1,1,0,44,-0.119568256726149,0,1,2,0,0,1,-0.400200049659269,0,8,0.363937666165345,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
4,0,0,0,0,0,43,-0.149000442997201,1,3,6,1,0,0,0.914625575504654,0,10,0.668717337193057,1,-0.605278441080946,0,1,0,0,1,2,-0.431190682331835,0,0
3,0,0,1,0,0,24,-0.708211982147192,1,2,3,0,0,0,-0.0714936433682883,0,1,-0.702791182431645,1,-0.605278441080946,0,1,0,0,1,3,-0.00423113069192707,0,0
4,0,0,0,0,0,19,-0.855372913502452,1,4,3,0,0,0,-0.0714936433682883,0,2,-0.550401346917789,4,0.0992730482830151,0,0,1,0,0,,,,
4,0,0,0,0,0,38,-0.296161374352462,0,3,4,0,0,0,0.257212762922693,0,4,-0.245621675890078,3,-0.135577448171638,0,1,0,0,0,1,-0.858150233971744,1,0
4,0,0,0,0,0,57,0.263050164797528,1,1,3,0,0,0,-0.0714936433682883,0,9,0.516327501679201,4,0.0992730482830151,0,0,1,0,0,4,0.422728420947981,0,0
3,0,0,1,0,0,37,-0.325593560623514,1,1,3,0,0,0,-0.0714936433682883,0,5,-0.0932318403762219,3,-0.135577448171638,0,0,1,0,0,3,-0.00423113069192707,0,0
6,1,0,0,0,0,46,-0.060703884184045,1,1,5,1,0,0,0.585919169213673,0,5,-0.0932318403762219,4,0.0992730482830151,0,0,1,0,0,4,0.422728420947981,0,0
3,0,0,1,0,0,72,0.70453295886331,0,1,3,0,0,0,-0.0714936433682883,0,4,-0.245621675890078,1,-0.605278441080946,0,1,0,0,1,2,-0.431190682331835,0,0
4,0,0,0,0,0,34,-0.413890119436671,0,1,1,0,1,1,-0.72890645595025,1,1,-0.702791182431645,4,0.0992730482830151,0,0,1,0,0,,,,
1,0,0,1,1,1,19,-0.855372913502452,0,2,1,0,1,1,-0.72890645595025,0,,,4,0.0992730482830151,0,0,1,0,0,,,,
2,0,0,1,1,0,33,-0.443322305707723,0,2,3,0,0,0,-0.0714936433682883,0,4,-0.245621675890078,2,-0.370427944626292,0,1,0,0,0,2,-0.431190682331835,0,0
2,0,0,1,1,0,29,-0.561051050791931,0,1,5,1,0,0,0.585919169213673,0,5,-0.0932318403762219,6,0.568974041192322,1,0,0,0,0,4,0.422728420947981,0,0
4,0,0,0,0,0,22,-0.767076354689296,0,1,3,0,0,0,-0.0714936433682883,0,,,,,0,0,1,,,,,,
3,0,0,1,0,0,26,-0.649347609605088,0,1,4,0,0,0,0.257212762922693,0,4,-0.245621675890078,5,0.334123544737669,0,0,1,0,0,3,-0.00423113069192707,0,0
4,0,0,0,0,0,79,0.910558262760675,1,1,2,0,0,1,-0.400200049659269,0,5,-0.0932318403762219,1,-0.605278441080946,0,1,0,0,1,4,0.422728420947981,0,0
3,0,0,1,0,0,32,-0.472754491978775,0,1,2,0,0,1,-0.400200049659269,0,1,-0.702791182431645,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
1,0,0,1,1,1,38,-0.296161374352462,1,3,5,1,0,0,0.585919169213673,0,3,-0.398011511403933,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
1,0,0,1,1,1,32,-0.472754491978775,0,1,5,1,0,0,0.585919169213673,0,3,-0.398011511403933,3,-0.135577448171638,0,0,1,0,0,3,-0.00423113069192707,0,0
3,0,0,1,0,0,20,-0.8259407272314,1,1,3,0,0,0,-0.0714936433682883,0,10,0.668717337193057,1,-0.605278441080946,0,1,0,0,1,2,-0.431190682331835,0,0
3,0,0,1,0,0,35,-0.384457933165618,1,1,3,0,0,0,-0.0714936433682883,0,4,-0.245621675890078,6,0.568974041192322,1,0,0,0,0,3,-0.00423113069192707,0,0
5,1,0,0,0,0,42,-0.178432629268254,0,2,2,0,0,1,-0.400200049659269,0,7,0.21154783065149,1,-0.605278441080946,0,1,0,0,1,4,0.422728420947981,0,0
4,0,0,0,0,0,46,-0.060703884184045,0,1,3,0,0,0,-0.0714936433682883,0,9,0.516327501679201,7,0.803824537646976,1,0,0,1,0,4,0.422728420947981,0,0
4,0,0,0,0,0,23,-0.737644168418244,1,1,4,0,0,0,0.257212762922693,0,9,0.516327501679201,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
4,0,0,0,0,0,56,0.233617978526476,1,1,2,0,0,1,-0.400200049659269,0,2,-0.550401346917789,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
3,0,0,1,0,0,26,-0.649347609605088,0,1,3,0,0,0,-0.0714936433682883,0,11,0.821107172706912,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
4,0,0,0,0,0,29,-0.561051050791931,0,2,4,0,0,0,0.257212762922693,0,3,-0.398011511403933,2,-0.370427944626292,0,1,0,0,0,,,,
4,0,0,0,0,0,59,0.321914537339633,0,1,1,0,1,1,-0.72890645595025,0,2,-0.550401346917789,1,-0.605278441080946,0,1,0,0,1,,,,
1,0,0,1,1,1,26,-0.649347609605088,0,3,2,0,0,1,-0.400200049659269,0,3,-0.398011511403933,,,1,0,0,,,1,-0.858150233971744,1,0
4,0,0,0,0,0,41,-0.207864815539306,0,3,1,0,1,1,-0.72890645595025,0,3,-0.398011511403933,1,-0.605278441080946,0,1,0,0,1,3,-0.00423113069192707,0,0
4,0,0,0,0,0,62,0.410211096152789,1,2,2,0,0,1,-0.400200049659269,0,,,1,-0.605278441080946,0,1,0,0,1,2,-0.431190682331835,0,0
5,1,0,0,0,0,59,0.321914537339633,1,2,3,0,0,0,-0.0714936433682883,0,9,0.516327501679201,1,-0.605278441080946,0,1,0,0,1,2,-0.431190682331835,0,0
2,0,0,1,1,0,28,-0.590483237062983,1,3,3,0,0,0,-0.0714936433682883,0,2,-0.550401346917789,1,-0.605278441080946,0,1,0,0,1,3,-0.00423113069192707,0,0
4,0,0,0,0,0,21,-0.796508540960348,1,3,1,0,1,1,-0.72890645595025,1,2,-0.550401346917789,3,-0.135577448171638,0,0,1,0,0,3,-0.00423113069192707,0,0
2,0,0,1,1,0,42,-0.178432629268254,0,4,2,0,0,1,-0.400200049659269,0,4,-0.245621675890078,3,-0.135577448171638,0,0,1,0,0,2,-0.431190682331835,0,0
1,0,0,1,1,1,48,-0.00183951164194076,0,1,2,0,0,1,-0.400200049659269,0,6,0.0591579951376338,7,0.803824537646976,1,0,0,1,0,3,-0.00423113069192707,0,0
4,0,0,0,0,0,53,0.14532141971332,0,2,2,0,0,1,-0.400200049659269,0,,,7,0.803824537646976,0,0,1,1,0,,,,
2,0,0,1,1,0,46,-0.060703884184045,0,1,3,0,0,0,-0.0714936433682883,0,7,0.21154783065149,7,0.803824537646976,1,0,0,1,0,5,0.849687972587889,0,1
5,1,0,0,0,0,26,-0.649347609605088,0,1,3,0,0,0,-0.0714936433682883,0,4,-0.245621675890078,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
4,0,0,0,0,0,42,-0.178432629268254,0,1,3,0,0,0,-0.0714936433682883,0,8,0.363937666165345,3,-0.135577448171638,0,1,0,0,0,3,-0.00423113069192707,0,0
6,1,0,0,0,0,55,0.204185792255424,1,3,6,1,0,0,0.914625575504654,0,4,-0.245621675890078,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
4,0,0,0,0,0,28,-0.590483237062983,0,3,3,0,0,0,-0.0714936433682883,0,,,2,-0.370427944626292,0,0,1,0,0,,,,
4,0,0,0,0,0,20,-0.8259407272314,0,3,1,0,1,1,-0.72890645595025,1,,,2,-0.370427944626292,0,1,0,0,0,1,-0.858150233971744,1,0
4,0,0,0,0,0,57,0.263050164797528,1,1,3,0,0,0,-0.0714936433682883,1,6,0.0591579951376338,2,-0.370427944626292,0,1,0,0,0,,,,
4,0,0,0,0,0,28,-0.590483237062983,1,1,6,1,0,0,0.914625575504654,0,8,0.363937666165345,7,0.803824537646976,1,0,0,1,0,5,0.849687972587889,0,1
1,0,0,1,1,1,35,-0.384457933165618,0,1,6,1,0,0,0.914625575504654,0,11,0.821107172706912,3,-0.135577448171638,0,0,1,0,0,3,-0.00423113069192707,0,0
7,1,1,0,0,0,39,-0.26672918808141,1,1,6,1,0,0,0.914625575504654,0,10,0.668717337193057,3,-0.135577448171638,0,0,1,0,0,1,-0.858150233971744,1,0
2,0,0,1,1,0,40,-0.237297001810358,0,2,2,0,0,1,-0.400200049659269,0,2,-0.550401346917789,1,-0.605278441080946,0,1,0,0,1,5,0.849687972587889,0,1
5,1,0,0,0,0,44,-0.119568256726149,1,2,4,0,0,0,0.257212762922693,0,6,0.0591579951376338,1,-0.605278441080946,0,1,0,0,1,4,0.422728420947981,0,0
4,0,0,0,0,0,29,-0.561051050791931,1,1,5,1,0,0,0.585919169213673,0,4,-0.245621675890078,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
4,0,0,0,0,0,34,-0.413890119436671,1,2,2,0,0,1,-0.400200049659269,0,3,-0.398011511403933,2,-0.370427944626292,0,1,0,0,0,,,,
4,0,0,0,0,0,65,0.498507654965945,1,1,2,0,0,1,-0.400200049659269,0,4,-0.245621675890078,4,0.0992730482830151,0,0,1,0,0,,,,
3,0,0,1,0,0,36,-0.355025746894566,1,1,4,0,0,0,0.257212762922693,0,3,-0.398011511403933,5,0.334123544737669,0,0,1,0,0,4,0.422728420947981,0,0
7,1,1,0,0,0,36,-0.355025746894566,1,1,2,0,0,1,-0.400200049659269,1,6,0.0591579951376338,2,-0.370427944626292,0,0,1,0,0,3,-0.00423113069192707,0,0
2,0,0,1,1,0,20,-0.8259407272314,1,1,2,0,0,1,-0.400200049659269,0,10,0.668717337193057,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
4,0,0,0,0,0,39,-0.26672918808141,1,1,2,0,0,1,-0.400200049659269,0,,,6,0.568974041192322,1,0,0,0,0,3,-0.00423113069192707,0,0
6,1,0,0,0,0,57,0.263050164797528,0,1,5,1,0,0,0.585919169213673,1,,,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
4,0,0,0,0,0,27,-0.619915423334035,0,3,1,0,1,1,-0.72890645595025,0,3,-0.398011511403933,2,-0.370427944626292,0,1,0,0,0,4,0.422728420947981,0,0
3,0,0,1,0,0,43,-0.149000442997201,0,1,2,0,0,1,-0.400200049659269,0,2,-0.550401346917789,,,0,0,1,,,3,-0.00423113069192707,0,0
6,1,0,0,0,0,29,-0.561051050791931,1,1,3,0,0,0,-0.0714936433682883,0,6,0.0591579951376338,1,-0.605278441080946,0,1,0,0,1,2,-0.431190682331835,0,0
4,0,0,0,0,0,31,-0.502186678249827,0,1,3,0,0,0,-0.0714936433682883,0,2,-0.550401346917789,3,-0.135577448171638,0,0,1,0,0,2,-0.431190682331835,0,0
4,0,0,0,0,0,21,-0.796508540960348,0,2,3,0,0,0,-0.0714936433682883,0,6,0.0591579951376338,5,0.334123544737669,1,0,0,0,0,5,0.849687972587889,0,1
7,1,1,0,0,0,29,-0.561051050791931,1,4,2,0,0,1,-0.400200049659269,0,2,-0.550401346917789,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
6,1,0,0,0,0,62,0.410211096152789,0,1,4,0,0,0,0.257212762922693,0,7,0.21154783065149,1,-0.605278441080946,0,1,0,0,1,2,-0.431190682331835,0,0
2,0,0,1,1,0,57,0.263050164797528,1,1,5,1,0,0,0.585919169213673,0,11,0.821107172706912,2,-0.370427944626292,0,0,1,0,0,3,-0.00423113069192707,0,0
3,0,0,1,0,0,54,0.174753605984372,1,1,4,0,0,0,0.257212762922693,0,3,-0.398011511403933,6,0.568974041192322,1,0,0,0,0,4,0.422728420947981,0,0
6,1,0,0,0,0,29,-0.561051050791931,1,1,6,1,0,0,0.914625575504654,0,,,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
3,0,0,1,0,0,53,0.14532141971332,1,1,5,1,0,0,0.585919169213673,0,10,0.668717337193057,3,-0.135577448171638,0,0,1,0,0,3,-0.00423113069192707,0,0
4,0,0,0,0,0,91,1.2637444980133,1,1,3,0,0,0,-0.0714936433682883,0,4,-0.245621675890078,4,0.0992730482830151,0,0,1,0,0,1,-0.858150233971744,1,0
6,1,0,0,0,0,57,0.263050164797528,0,2,2,0,0,1,-0.400200049659269,0,2,-0.550401346917789,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
5,1,0,0,0,0,24,-0.708211982147192,1,1,3,0,0,0,-0.0714936433682883,0,3,-0.398011511403933,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
4,0,0,0,0,0,25,-0.67877979587614,0,1,3,0,0,0,-0.0714936433682883,0,3,-0.398011511403933,4,0.0992730482830151,0,0,1,0,0,,,,
7,1,1,0,0,0,60,0.351346723610685,1,1,2,0,0,1,-0.400200049659269,0,6,0.0591579951376338,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
4,0,0,0,0,0,57,0.263050164797528,1,1,2,0,0,1,-0.400200049659269,0,3,-0.398011511403933,3,-0.135577448171638,0,0,1,0,0,,,,
2,0,0,1,1,0,64,0.469075468694893,1,1,2,0,0,1,-0.400200049659269,0,3,-0.398011511403933,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
7,1,1,0,0,0,69,0.616236400050154,0,1,2,0,0,1,-0.400200049659269,0,,,5,0.334123544737669,0,0,1,0,0,3,-0.00423113069192707,0,0
1,0,0,1,1,1,40,-0.237297001810358,0,1,6,1,0,0,0.914625575504654,0,12,0.973497008220768,3,-0.135577448171638,0,0,1,0,0,3,-0.00423113069192707,0,0
7,1,1,0,0,0,46,-0.060703884184045,0,1,4,0,0,0,0.257212762922693,0,8,0.363937666165345,3,-0.135577448171638,0,0,1,0,0,1,-0.858150233971744,1,0
1,0,0,1,1,1,73,0.733965145134363,1,3,2,0,0,1,-0.400200049659269,0,6,0.0591579951376338,1,-0.605278441080946,0,1,0,0,1,2,-0.431190682331835,0,0
6,1,0,0,0,0,75,0.792829517676467,0,1,3,0,0,0,-0.0714936433682883,0,4,-0.245621675890078,1,-0.605278441080946,0,1,0,0,1,3,-0.00423113069192707,0,0
7,1,1,0,0,0,85,1.08715138038699,1,1,3,0,0,0,-0.0714936433682883,0,,,7,0.803824537646976,1,0,0,1,0,4,0.422728420947981,0,0
3,0,0,1,0,0,70,0.645668586321206,1,1,3,0,0,0,-0.0714936433682883,0,,,5,0.334123544737669,0,0,1,0,0,4,0.422728420947981,0,0
2,0,0,1,1,0,37,-0.325593560623514,0,1,5,1,0,0,0.585919169213673,0,9,0.516327501679201,3,-0.135577448171638,0,0,1,0,0,1,-0.858150233971744,1,0
6,1,0,0,0,0,28,-0.590483237062983,0,1,6,1,0,0,0.914625575504654,0,5,-0.0932318403762219,3,-0.135577448171638,0,0,1,0,0,1,-0.858150233971744,1,0
4,0,0,0,0,0,34,-0.413890119436671,0,1,5,1,0,0,0.585919169213673,0,9,0.516327501679201,7,0.803824537646976,1,0,0,1,0,4,0.422728420947981,0,0
4,0,0,0,0,0,40,-0.237297001810358,1,2,5,1,0,0,0.585919169213673,0,12,0.973497008220768,2,-0.370427944626292,0,1,0,0,0,3,-0.00423113069192707,0,0
6,1,0,0,0,0,60,0.351346723610685,0,1,3,0,0,0,-0.0714936433682883,0,8,0.363937666165345,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
5,1,0,0,0,0,27,-0.619915423334035,0,1,2,0,0,1,-0.400200049659269,1,4,-0.245621675890078,1,-0.605278441080946,0,1,0,0,1,2,-0.431190682331835,0,0
2,0,0,1,1,0,19,-0.855372913502452,1,1,2,0,0,1,-0.400200049659269,0,,,3,-0.135577448171638,0,0,1,0,0,2,-0.431190682331835,0,0
4,0,0,0,0,0,32,-0.472754491978775,0,1,3,0,0,0,-0.0714936433682883,0,4,-0.245621675890078,7,0.803824537646976,1,0,0,1,0,5,0.849687972587889,0,1
7,1,1,0,0,0,38,-0.296161374352462,1,3,6,1,0,0,0.914625575504654,0,2,-0.550401346917789,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
4,0,0,0,0,0,43,-0.149000442997201,1,1,2,0,0,1,-0.400200049659269,0,4,-0.245621675890078,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
1,0,0,1,1,1,50,0.0570248609001635,0,1,1,0,1,1,-0.72890645595025,1,1,-0.702791182431645,4,0.0992730482830151,0,0,1,0,0,3,-0.00423113069192707,0,0
5,1,0,0,0,0,41,-0.207864815539306,1,1,5,1,0,0,0.585919169213673,0,1,-0.702791182431645,7,0.803824537646976,0,0,1,1,0,5,0.849687972587889,0,1
4,0,0,0,0,0,26,-0.649347609605088,0,1,2,0,0,1,-0.400200049659269,0,7,0.21154783065149,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
6,1,0,0,0,0,40,-0.237297001810358,0,1,3,0,0,0,-0.0714936433682883,0,6,0.0591579951376338,7,0.803824537646976,1,0,0,1,0,5,0.849687972587889,0,1
3,0,0,1,0,0,24,-0.708211982147192,1,4,1,0,1,1,-0.72890645595025,0,5,-0.0932318403762219,2,-0.370427944626292,0,1,0,0,0,3,-0.00423113069192707,0,0
6,1,0,0,0,0,26,-0.649347609605088,1,1,2,0,0,1,-0.400200049659269,0,2,-0.550401346917789,,,0,0,1,,,,,,
6,1,0,0,0,0,62,0.410211096152789,0,1,6,1,0,0,0.914625575504654,0,6,0.0591579951376338,1,-0.605278441080946,0,0,1,0,1,2,-0.431190682331835,0,0
5,1,0,0,0,0,61,0.380778909881737,0,1,3,0,0,0,-0.0714936433682883,0,5,-0.0932318403762219,7,0.803824537646976,1,0,0,1,0,4,0.422728420947981,0,0
5,1,0,0,0,0,27,-0.619915423334035,1,3,4,0,0,0,0.257212762922693,0,4,-0.245621675890078,1,-0.605278441080946,0,1,0,0,1,,,,
4,0,0,0,0,0,56,0.233617978526476,1,1,2,0,0,1,-0.400200049659269,0,7,0.21154783065149,7,0.803824537646976,1,0,0,1,0,2,-0.431190682331835,0,0
4,0,0,0,0,0,68,0.586804213779102,1,1,5,1,0,0,0.585919169213673,0,3,-0.398011511403933,7,0.803824537646976,1,0,0,1,0,4,0.422728420947981,0,0
4,0,0,0,0,0,21,-0.796508540960348,0,1,4,0,0,0,0.257212762922693,0,3,-0.398011511403933,4,0.0992730482830151,0,0,1,0,0,,,,
1,0,0,1,1,1,33,-0.443322305707723,0,2,5,1,0,0,0.585919169213673,0,12,0.973497008220768,2,-0.370427944626292,0,1,0,0,0,3,-0.00423113069192707,0,0
1,0,0,1,1,1,22,-0.767076354689296,0,1,3,0,0,0,-0.0714936433682883,0,,,7,0.803824537646976,1,0,0,1,0,5,0.849687972587889,0,1
4,0,0,0,0,0,21,-0.796508540960348,1,2,2,0,0,1,-0.400200049659269,1,,,1,-0.605278441080946,0,1,0,0,1,1,-0.858150233971744,1,0
7,1,1,0,0,0,34,-0.413890119436671,1,3,1,0,1,1,-0.72890645595025,1,3,-0.398011511403933,4,0.0992730482830151,0,0,1,0,0,,,,
4,0,0,0,0,0,38,-0.296161374352462,1,3,2,0,0,1,-0.400200049659269,0,11,0.821107172706912,4,0.0992730482830151,0,0,1,0,0,4,0.422728420947981,0,0
